1;Nirvana;Nevermind;Grunge;40.00; 1;13;Smells Like Teen Spirit;5:01;In Bloom;4:14;Come as You Are;3:38;Breed;3:03;Lithium;4:16;Polly;2:56;Territorial Pissings;2:23;Drain You;3:43;Lounge Act;2:36;Stay Away;3:32;On a Plain;3:16;Something in the Way;3:52;Endless Nameless;6:44;
2;Men At Work;Contraband: The Best Of Men At Work;New Wave;30.0;4;16;Who Can It Be Now?;3.21;Down Under;3.41;It's a Mistake;4.32;Hard Luck Story;3.42;Still Life;3.50;Underground;3.03;Upstairs In My House;4.01;I Like To;4.25;High Wire;3.00;Maria;4.34;Be Good Johnny;3.34;Dr. Heckyll & Mr. Jive;4.37;Overkill;3.44;Man With Two Hearts;3.55;Snakes and Ladders;3.17;Down By the Sea;6.49;
3;Guns N' Roses;Appetite for Destruction;Hard Rock;27.0;12;12; Welcome to the Jungle; 4.31;It's So Easy; 3.21;Nightrain; 4.26;Out Ta Get Me; 4.20;Mr. Brownstone; 3.46;Paradise City; 6.46;My Michelle; 3.39;Think About You; 3.50;Sweet Child O' Mine; 5.55;You're Crazy; 3.25;Anything Goes; 3.25;Rocket Queen; 6.13;
4;Iron Maiden;Iron Maiden;Heavy Metal;48.00;6;8;Prowler;3.56;Remember Tomorrow;5.29; Running Free;3.17;Phantom of the Opera;7.08;Transylvania;4.19;Strange World;5.32;Charlotte the Harlot;4.13;Iron Maiden;3.36;
5;AC/DC;Back in Black;Hard Rock;40.0;3;10;Hells Bells;5.09;Shoot to Thrill;5.14;What Do You Do for Money Honey;3.33;Given the Dog a Bone;3.30;Let Me Put My Love Into You;4.12;Back in Black;4.13;You Shook Me All Night Long;3.28;Have a Drink On Me;3.57;Shake a Leg;4.03;Rock and Roll Ain't Noise Pollution;4.12;
6;Pink Floyd;The Dark Side Of The Moon;Psychedelic Rock;39.90;5;10;Speak to Me;1.30;Breathe;2.43;On the Run;3.30;Time;6.53;The Great Gig in the Sky;4.15;Money;6.30;Us and Them;7.51;Any Colour You Like;3.24;Brain Damage;3.50;Eclipse;1.45;
7;Green Day;Dookie;Punk Rock;22;9;14;Burnout;2.08;Having a Blast;2.45;Chump;2.54;Long View;3.59;Welcome to Paradise;3.45;Pulling Teeth;2.31;Basket Case;3.03;She;2.14;Sassafras Roots;2.38;When I Come Around;2.58;Coming Clean;1.35;Emenius Sleepus;1.44;In the End;1.46;F.O.D.;5.47;
8;Pearl Jam;Ten;Grunge;25;10;12;Once;3.51;Even Flow;4.54;Alive;5.41;Why Go;3.20;Black;5.42;Jeremy;5.18;Oceans;2.42;Porch;3.31;Garden;4.59;Deep;4.18; Release;4.50;Master/Slave;4.20;
9;Foo Fighters;Greatest Hits - Foo Fighters;Grunge;40.0;9;16;All My Life;4.24;Best of You;4.16; Everlong;4.10;The Pretender;4.28;My Hero;4.20;Learn to Fly;3.55;Times Like These;4.26;Monkey Wrench;3.51;Big Me;2.13;Breakout;3.21;Long Road to Ruin;3.44; This Is a Call;3.52;Skin and Bones;3.35;Wheels;4.38;Word Forward;3.46;Everlong;6.37;
10;The Doors;The Doors;Psychedelic Rock;39.99;1;11;Break On Through To the Other Side;2.29;Soul Kitchen;3.35;The Crystal Ship;2.34;Twentieth Century Fox;2.33;Alabama Song Whisky Bar;3.20;Light My Fire;7.06;Back Door Man;3.34;I Looked at You;2.22;End of the Night;2.52;Take It As It Comes;2.17;The End;11.41
11;Alanis Morissette;Jagged Little Pill;Pop Rock;59.90;2;13;All I Really Want;4.46;You Oughta Know;4.09;Perfect;3.08;Hand in My Pocket;3.42;Right Through You;2.56;Forgiven;5.00;You Learn;4.00;Head Over Feet;4.27;Mary Jane;4.40;Ironic;3.50;Not the Doctor;3.48;Wake Up;4.53;You Oughta Know;8.12;
12;Queen;Bohemian Rhapsody;Hard Rock; 59.90;1;19;20th Century Fox Fanfare;0.25;Somebody to Love;4.56;Doing All Right;3.17;Keep Yourself Alive;3.56;Killer Queen;2.59;Fat Bottomed Girls;4.38;Bohemian Rhapsody;5.55;Now I'm Here;4.26;Crazy Little Thing Called Love;2.43;Love of My Life;4.29;We Will Rock You;2.09;Another One Bites the Dust;3.35;I Want to Break Free;3.43;Under Pressure;4.04;Who Wants to Live Forever;5.15;Bohemian Rhapsody ;2.28;Radio Ga Ga;2.28;Ay-Oh;0.41;Hammer to Fall;4.04;We Are the Champions;3.57;Don't Stop Me Now;3.38;The Show Must Go On;4.32;
13;Bon Jovi;Slippery When Wet;Pop Rock;71.90;1;10;Let It Rock;5.26;You Give Love a Bad Name;3.43;Livin' On a Prayer;4.09;Social Disease;4.18;Wanted Dead Or Alive;5.09;Raise Your Hands;4.17;Without Love;3.31;I'd Die for You;4.31;Never Say Goodbye;4.49;Wild in the Streets;3.54;
14;The Cure;The Head On the Door;New wave;61.90;3;10;In Between Days;2.57;Kyoto Song;4.16;The Blood;3.43;Six Different Ways;3.18;Push;4.31;The Baby Screams;3.44;Close to Me;3.23;A Night Like This;4.16;Screw;2.38;Sinking;4.57;
15; Dire Straits; Brothers in Arms;Blues Rock;89.90;1;9;So Far Away;5.12;Money for Nothing;8.26;Walk of Life;4.12;Your Latest Trick;6.34;Why Worry;8.31;Ride Across the River;6.58;The Man's Too Strong;4.40;One World;3.41;Brothers in Arms;7.00;
16; U2 ; Best of U2 1980 - 1990 ;Pop Rock;19.90;30;14;Pride ;3.48;New Year's Day;4.17;With Or Without You;4.55;I Still Haven't Found What I'm Looking For;4.38;Sunday Bloody Sunday;4.40;Bad;5.50;Where the Streets Have No Name;4.35;I Will Follow;3.36;The Unforgettable Fire;4.53;Sweetest Thing;3.00;Desire;2.59;When Love Comest to Town;4.17;Angel Of Harlem;3.49;All I Want Is You;6.31;
17; Metallica ; Load ;Heavy Metal;29.90;4;12;Ain't My Bitch;5.05;2 X 4;5.29;The House That Jack Built;6.39;Until It Sleeps;4.34;King Nothing;5.15;Hero of the Day;4.32;Bleeding Me;8.18;Cure;4.55;Poor Twisted Me;4.00;Wasting My Hate;3.58;Mama Said;4.55;Thorn Within;5.52;Ronnie;5.18;The Outlaw Torn;9.49;
18; The Rolling Stones ;Riding the Waves;Hard Rock;28.90;20;12;Everybody Needs Someone to Love;0.42;Around & Around;2.18; Time Is On My Side;2.53;It's All Over Now;3.10;19th Nervous Breakdown;3.41;Get Off of My Cloud;3.17;The Last Time;2.40;Paint It; Black;2.31;Under My Thumb;2.24;Ruby Tuesday;3.25;Let's Spend the Night Together;2.57;I Can't Get No; Satisfaction;3.03;
19;Aerosmith;Nine Lives;Hard Rock;39.90;7;15;Nine Lives;4.02;Falling in Love;3.26;Hole in My Soul;6.10;Taste of India;5.53;Full Circle;5.00;Something's Gotta Give;3.37;Ain't That a Bitch;5.25;The Farm;4.28;Crash;4.26;Kiss Your Past Good-bye;4.32;Pink;3.55;Falling Off;3.03;Attitude Adjustment;3.45;Fallen Angels;8.18;I Don't Want to Miss a Thing;4.57;
20;Ozzy Osbourne ;Memoirs of a Madman;Heavy Metal;69.90;5;17;Crazy Train;4.56;Mr. Crowley;4.57;Flying High Again;4.39;Over the Mountain;4.32;Bark at the Moon;4.17;The Ultimate Sin;3.44;Miracle Man;3.44;No More Tears;5.54;Mama; I'm Coming Home;4.12;Road to Nowhere;5.12;Perry Mason;5.54;I Just Want You;4.56;Gets Me Through;5.05;Dreamer;4.45;I Don't Wanna Stop;4.00;Life Won't Wait;5.07;Let Me Hear You Scream;3.26;
21;Led Zeppelin;  Led Zeppelin IV;Hard Rock;41.99;5;8;Black Dog;4.57;Rock and Roll;3.41;The Battle of Evermore;5.52;Stairway to Heaven;8.03;Misty Mountain Hop;4.39;Four Sticks;4.45;Going to California;3.32;When the Levee Breaks;7.08;
22; Black Sabbath ; Black Sabbath ;Heavy Metal;25.0;3;7;Black Sabbath;6.17;The Wizard;4.21;Behind the Wall of Sleep;3.37;N.I.B.;6.04;Evil Woman; Don't Play Your Games With Me;3.22;Sleeping Village;3.46;Warning;10.28;
23;Motörhead;Bomber;Heavy Metal;29.98;4;10;Dead Men Tell No Tales;3.07;Lawman;4.03;Sweet Revenge;4.10;Sharpshooter;3.19;Poison;2.54;Stone Dead Forever;4.54;All the Aces;3.24;Step Down;3.41;Talking Head;3.40;Bomber;3.43;
24;Alice in Chains ; Facelift;Grunge;29.96;2;12;We Die Young;2.32;Man in the Box;4.46;Sea of Sorrow;5.49;Bleed the Freak;4.01;I Can't Remember;3.43;Love; Hate; Love;6.26;It Ain't Like That;4.38;Sunshine;4.45;Put You Down;3.16;Confussion;5.44;I Know Something About You;4.21;Real Thing;4.02;
25;Mudhoney;Mudhoney;Grunge;39.90;1;12;This Gift;3.34;Flat Out Fucked;2.16;Get Into Yours;3.50;You Got It;2.50;Magnolia Caboose Babyshit;1.07;Come to Mind;4.52;Here Comes Sickness;3.41;Running Loaded;2.50; The Farther I Go;2.07;By Her Own Hand;3.16;When Tomorrow Hits;2.40;Dead Love;4.27;
26;Soundgarden;Down On the Upside;Grunge;59.90;1;16;Pretty Noose;4.12;Rhinosaur;3.14;Zero Chance;4.18;Dusty;4.34;Ty Cobb;3.05;Blow Up the Outside World;5.45; Burden in My Hand;4.50;Never Named;2.28;Applebite;5.10;Never the Machine Forever;3.36;Tighter & Tighter;6.06;No Attention;4.27;Switch Opens;3.53;Overfloater;5.09;An Unkind;2.08;Boot Camp;2.59;
27;Van Halen ;1984;Hard Rock;29.99;1;10;1984;1.08;Jump;4.04;Panama;3.32;Top Jimmy;3.01; Drop Dead Legs;4.15;Hot for Teacher;4.44;I'll Wait;4.45;Girl Gone Bad;4.35;House of Pain;3.19;
28;INXS;The Very Best of INXS;New wave;119.90;1;20;Need You Tonight;3.02;Mystify;3.17;Suicide Blonde;3.51;Taste It;3.18;Original Sin;5.16;Heaven Sent;3.18;Disappear;4.08;Never Tear Us Apart;3.04;The Gift;4.02;Devil Inside;5.13;Beautiful Girl;3.27;By My Side;3.05;Kiss the Dirt Falling Down the Mountain;3.53;Elegantly Wasted;4.32;New Sensation;3.39;What You Need;3.34;Listen Like Thieves;3.46;Just Keep Walking;2.42;Bitter Tears;3.49;Baby Don't Cry;4.47;
29;Creedence ;Creedence Clearwater Revival;Folk Rock;48.88;20;20;Susie Q;4.36;I Put a Spell On You;4.31;Proud Mary;3.08;Bad Moon Rising;2.20;Lodi;3.11;Green River;2.34;Commotion;2.42;Down On the Corner;2.44; Fortunate Son;2.20;Travelin' Band;2.09;Who'll Stop the Rain;2.29;Up Around the Bend;2.42;Run Through the Jungle;3.05;Lookin' Out My Back Door;2.32;Long As I Can See the Light;3.34;I Heard It Through The Grapewine;11.06;Have You Ever Seen the Rain?;2.39;Hey Tonight;2.42;Sweet Hitch-hiker;2.55;Someday Never Comes;4.00;
30; The White Stripes ;Elephant;Blues Rock;72.80;5;14;Seven Nation Army;3.51;Black Math;3.03; There's No Home for You Here;3.43;I Just Don't Know What to Do With Myself;2.46;In the Cold; Cold Night;2.58;I Want to Be the Boy to Warm Your Mother's Heart;3.20;You've Got Her in Your Ocket;3.39;Ball and Biscuit;7.18;The Hardest Button to Button;3.32;Little Acorns;4.09;Hypnotise;1.48; The Air Near My Fingers;3.40;Girl; You Have No Faith in Medicine;3.17;Well It's True That We Love One Another;2.42;
31; Sex Pistols ; Never Mind the Bollocks Here's the Sex Pistols ;Heavy Metal;47.99;5;12;Holidays in the Sun;3.19;Bodies;3.01;No Feelings;2.48;Liar;2.40;Problems;3.18;God Save the Queen;4.10;Seventeen;2.01;Anarchy in the U.K.;3.31; Submission;4.11;Pretty Vacant;3.16;New York;3.04;EMI;3.10;
32;Manowar;Kings Of Metal;Heavy Metal;99.90;2;9; Wheels Of Fire ;4.11; Kings Of Metal ;3.43; Heart Of Steel;5.10; Sting Of The Bumblebee ;2.45; The Crown And The Ring (Lament Of The Kings); 4.46; Kingdom Come; 3.55; Hail And Kill; 5.54; The Warriors Prayer; 4.20; Blood Of The Kings;7.30;
33;The Ramones;Rocket to Russia;Heavy Metal;51.90;6;14;Cretin Hop;1.56;Rockaway Beach;2.06;Here Today; Gone Tomorrow;2.49;Locket Love;2.11;I Don't Care;1.39;Sheena Is a Punk Rocker;2.49;We're a Happy Family;2.31;Teenage Lobotomy;2.01;Do You Wanna Dance?;1.55;I Wanna Be Well;2.28;I Can't Give You Anything;2.01;Ramona;2.37;Surfin' Bird;2.37;Why Is It Always This Way?;2.15;
34;David Bowie; Space Oddity ;Pop Rock;209.99;1;10;Space Oddity;5.16;Unwashed and Somewhat Slightly Dazed;6.12;Don't Sit Down;;0.44;Letter to Hermione;2.37;Cygnet Committee;9.36;Janine;3.25;An Occasional Dream;3.01;Wild Eyed Boy from Freecloud;4.52;God Knows I'm Good;3.22;Memory of a Free Festival;7.09;
35;Prince; Prince ;Pop Rock;46.65;2;9;Wanna Be Your Lover;5.51;Why You Wanna Treat Me So Bad?;3.49;Sexy Dancer;4.19;When We're Dancing Close and Slow;5.24;With You;4.00;Bambi;4.23;Still Waiting;4.16;I Feel for You;3.24;It's Gonna Be Lonely;5.28; 
36; The Who; Then and Now! 1964 - 2007;Hard Rock;60.00;1;20;I Can't Explain;2.07; My Generation;3.18;The Kids Are Alright;2.46;Substitute;3.48;I'm a Boy;2.37;Happy Jack;2.11;I Can See for Miles;4.07;Magic Bus;3.20;Pinball Wizard;3.02;See Me; Feel Me;3.24;Baba O'Riley;5.00;Behind Blue Eyes;3.41;Won't Get Fooled Again;8.32; 5:15;4.52;Love; Reign O'er Me;3.12;Squeeze Box;2.42;Who Are You?;5.07;You Better You Bet;5.37;Real Good Looking Boy;5.42;It's Not Enough;4.04;
37;Miles Davis; King of Cool;Jazz;131.98;1;11;So What;9.21; Oleo;5.10;I Loves You Porgy;3.39;Round Midnight;5.55;Flamenco Sketches;9.18;Budo;2.33;Solea;12.06;Milestones;5.43;Freddie Freeloader;9.41;It Never Entered My Mind;5.21;The Pan Piper;3.49;
38;John Coltrane;Coltrane's Sound;Blues;119.95;1;8;The Night Has a Thousand Eyes;6.51;Central Park West;4.16;Liberia;6.53;Equinox;5.40;Satellite;8.39;26-2;5.59;Body and Soul;5.58;Untitled Track;5.58;
39;Charles Mingus;Mingus Dynasty;Jazz;119.70;1;10;Slop;6.14;Diane;7.28;Song With Orange;6.47;Gunslinging Bird;5.11; Things Ain't What They Used to Be;7.35;Far Wells; Mill Valley;6.11;New Now Know How;4.12;Mood Indigo;8.12;Put Me in That Dungeon;2.51;Strollin;4.33;
40;Frank Zappa;One Size Fits All;Jazz;5;167.99;9;Inca Roads;8.45;Can't Afford No Shoes;2.38;Sofa No. 1;2.39;Po jama People;7.39; Florentine Pogen;5.27;Evelyn; a Modified Dog;1.04;San Ber'dino;5.57;Andy;6.04;Sofa No. 2;2.42;
